"SalePrice","OverallCond","LotArea","YearBuilt","CentralAir","GarageFinish","GarageCars"
197000,6,11584,"New","Y","Y",2
191000,7,11526,"Old","Y","Y",2
149300,5,4426,"New","Y","Y",2
310000,5,11003,"New","Y","Y",3
121000,6,8854,"Old","N","Y",1
179600,5,8500,"New","Y","Y",2
129000,5,8400,"Old","Y","Y",1
157900,7,26142,"Old","Y","Y",1
240000,5,10000,"New","Y","Y",2
112000,7,11767,"Old","N","Y",1
92000,7,1533,"Old","Y","N",0
136000,5,9000,"New","Y","N",0
287090,5,9262,"New","Y","Y",3
145000,5,3675,"New","Y","Y",2
84500,5,17217,"New","Y","N",0
185000,5,7500,"New","Y","Y",2
175000,5,7917,"New","Y","Y",2
210000,6,13175,"New","Y","Y",2
266500,9,9042,"Old","Y","Y",1
142125,6,9717,"Old","Y","Y",1
147500,6,9937,"Old","Y","Y",1
