"questions","type"
"антон владимирович  к сожаление не мочь проконсультироваться со свой лечить врач так как сейчас находиться в китай и быть здесь еще долго до январь поэтому просить вы помогать я с совет я год пол женский первый раз повышаться давление до лето год пройти обследование смад эхо кардиограмма почка весь в норма быть давать рекомендация врач конкор скорый помощькапотный но так как давление нормализоваться без лекарство конкор я не становиться принимать в сентябрь год уезжать в командировка в китай и с весна год становиться изредка повышаться давление максимальный до в этот случай я принимать капотный в июль это год приезжать домой в отпуск и через неделя повышаться давление до опять пройти обследование к сожаление нет на рука результат но как и в прошлый год весь в норма смад правда быть сделать уже на фон прием лекарство но результат быть таков давать за артериальный гипертензия нет так как давление не приходить в норма быть выписывать следующий лекарство метопролол утро в час и вечер в час по мл и на ночь лорист млв случай скорый помощь капотный илии коринфар в сентябрь уезжать опять в китай давление потихоньку становиться нормализовываться по совет лечить врач посещать здесь иглорефлексотерапевт сделать уже сеанс с начало сентябрь посол прием утренний доза метопролол становиться как бы придавливать голова я постепенно становиться уменьшать доза сейчас дозировка такой утро и вечер метопролол по мл лорист на ночь мл за этот время несколько раз повышаться давление до принимать коринфар в этот случай пить пустырник пропивать один курс в месяц иногда я казаться что давление мой результат чрезмерный впечатлительность от этот ситуация вопрос у я такой два неделя уже как становиться повышаться давление к вечер до каждый  у мы меняться погода наступать осень вообще замечать некий закономерность как только ухудшаться погода давление повышаться но когда здесь быть тайфун давление снижаться до и так как весь три день пока тайфун не уходить нужно ли я увеличивать доза метопролол вернуться обратно к первоначальный дозировка к сожаление другой лекарство сейчас у я с себя нет только корвалол капотный коринфар лорист метопролол да пустырник но быть возможность через неделя получать из москва какойто другой лекарство спасибо за ответ","C"
"я год в г перенести инфаркт с то время до май нынешний год проживать с легкий и не очень приступ стенокардия этот приступ лечить покой глоток вода или валидол в начало май сг происходить приступ очень похожий на тот который быть при инфаркт с помощь валидол залечивать сейчас при даже не большой физ нагрузка начинать появлятся стенокардия боль в грудь как себя вести и что лечить","Other"
"подсказывать я принимать бисопролол каждый  в по мг октябрь быть производить переход на зимний время те на час назад значит ли этот что я следовать принимать препарат в по зимний время т к этот соответствовать летний время или как","C"
"елизавета евгеньевна я надежда ивановна я год в году при обследование поставлять диагноз гипертонический болезнь стадия риск пароксизмальный форма фибрилляция предсердие с редкий пароксизм с год быть приступ аритмия весь приступ снимать в стационар давление до недавний время быть в предел контролировать давление ежедневно если повышаться принимать вальсакор мг пульс сахар в норма холестерин повышенный принимать крестор мг в май это год получать бытовой травма закрывать оскольчатый перелом х шейка ббугорок головка плечевой кость со смещение быть проводить операция затем восстановительный период боль бессоные ночь давление подниматься до вальсакор даже мг не помогать посол посещение кардиолог врач назначать небилет мг по таб вечер зокардис мг по пройти месяц состояние улучшаться утро давление лекарство продолжать принимать у я два вопрос если давление стабилизироваться до норма нужно ли снижать небилет до таб и второй вопрос аналог небилет препарат небилет на себя проверять и по отзыв очень хороший но и цена у он высокий можно ли заменять небилет на небиволол","C"
"марии евгеньевна быть очень признательный если отвечать на вопрос мой муж очень эмоциональный и взрывной человек и мочь быть с это связанный что он стандартный давление всегда низкий оно практически не бывать чувствовать он при это себя нормальный и он не ощущатьно оно мочь резко подниматься под влияние какой тот стресс или резкий форс мажорный ситуация он моряк и в ответственный момент если вдруг что помощь ждать неоткуда на судно врач нет вопрос в следующий считать ли такой давление патология или допустимый считать особенность организм и еще нужно ли курс пропивать какой тот препарат для профилактика тогда если не сложный подсказывать что и как длительный чтобы не быть лишний или же простой что тот попринимать именно в тот момент когда оно под действие какой либо обстоятельство мочь повышаться например он кто тот посоветовать раунатин или энап заранее благодарный за ответ","Other"
"я год иметь болезнь сердце мерцательный аритмия ад частота сс удар в минута принимать препарат от сердце корвитол мг кардиомагнил мг мочегоные средство но в последний время месяц назад появляться проблема сексуальный характер плохой эрекция член хотеть вы спрашивать можно принимать виагра раз в месяц мг без ущерб для здоровье чувствовать себя хороший вид активный образ жизнь работать алкоголь не пить cпасибо","Other"
"посол перенести острый нетрансмуральный нижний он лж и операция стенированияпка в декабрь это год быть назначать препарат брилинткоторый я принимать утро и вечер ежедневно плюс кардиомагнил посол обед сегодня перепутывать таблетка и вместо кардиомагнил в обед принимать второй таблетка брилинт что делать далеко когда теперь принимать кардиомагнил и далее брилинт","Other"
"помогать решать мой проблема дело в то что месяц назад начало принимать жанин по рекомендация врач на третий месяц принятие жанин давление повышаться и держаться несколько  высокий давление сопровождаться головной боль вчера выпивать таблетка от давление и оно понижаться но головной боль не отступать голова простой разламываться помогать  почему головной боль и как они вылечивать и как обьяснять высокий давление потому что рано весь быть в норма а теперь резкий скачок давление заранее спасибо с нетерпение ждать ответ","Other"
"время сутки я год у я периодически появляться перебой в сердце учащенный серцебиение спирание дихание кто в горло шум в голова и ухо перебой при бег и люба физический активность приседание завязивание шнурок и тд прошол обследование у кардиолог и результати отрицательние кардиограмма норма суточный мониторинг норма эхокг норма велоергометрий на третий скорость повышаетс давление до на по анализ повышенный гемоглобин посоветовать пить успокаивать препарат и кардиомагнил пропивать кардиомагнил месяц появляться гастрит с эрозия пролечивать гастрит и бросать пить кардиомагнил перед етим сделать коагулограмм там быть такой результат протромбиновый время фибриноген тромбиновый время частиный тромбиновый время протромбиновый индекс через месяц повторять анализ и там быть следующий результат протромбиновый время фибриноген тромбиновый время частиный тромбиновый время протромбиновый индекс вопрос состоять в следующий почему мочь быть такой разница в анализ фибриноген и чтв стоять ли переживать связанный ли ето с прекращение прием кардиомагнил","Other"
"диагноз хронический ревматический болезнь сердце нф умеренный аортальный недостаточность относительный митральный недостаточность кальцоноз ак ст выражать расширение воа гипертонический болезнь ii стадия степень с пом риск увеличение левый предсердие недостаточность мк степень тк степень нарушение проводимостьава блокада степень диелипидемия хсн ст фк клинический анализ кровь весь показатель в норма моча также в норма внутренний орган узиэхо признак стеатох печень хронический панкреотит щитовидка эхо признак диффузный зоб почка узи признак киста почка гормон в норма регнин плазма мкмедмл пить млг беталка зка утро и начало пить атаканд пока по млг утро через через час посол беталка зка как в инструкция  через неделя быть переходить на млг атаканд понимать что млг беталка зка маленький как и млг атаканд но как только я начинать он увеличивать тот увеличиваться количество криз тахикардия синусовый до атакада пить эдарби диован но от они кружиться голова и часто бывать провал ингибитор апфа не идти и вызывать тахикардия пробовать диалтезем не подходить не мочь ходить пить конкор и небилет по пол таблетка если большой тот криз увеличиваться вечер пить крестор и аспирин кардио пульс при доза млг беталка зка средний нужно ли стремиться к то чтобы он урезать до и маленький или стоять останавливаться на этот доза млг что вы посоветовать пить из х препарат небилет конкор беталка зка что можно в последствие если не пойти заменять атаканд","C"
"уважать докторв течение год принимать тенорик по млдавление высокий не подниматьсясейчас я врач  что тенорик давление снижатьа от инсульт не страховатьназначать лористнэтот препарат страховать от инсульт и инфаркттак ли этот или я чтото не правильно понимать экг в нормасказать  мочь хороший оставаться на тенорик тк я он принимать очень долгий времяя год гипертония с годспасибо за вниманиес уважение светлана сергеевна","C"
"посол инфаркт и постановка стент в г до г быть нормальный давление чсс поддерживать коренитек в доза мг мг те полтаблетка утро и тромбоассмг вечер также утро принимать л тероксин из за удаление левый часть щитовидный железа месяц назад посол тренировка через час начало подниматься пульс до соответственно подниматься давление начало дробный принимать ренитек мг гипотиазид мг с утро и амлодипин мг вечер при повышение давление принимать капотный мг если снова подниматься давление снова капотный врач назначать дополнительный конкор мг в перед нагрузка первый раз выпивать из за то что уже и капотен не смочь сбросить давление становиться легко уходить серцебиение дрожь в сердце давление чсс утро следующий  давление чсс давление чсс принимать ренитек мг гипотиазид мг л тероксин мг давление чсс вопрос можно ли продолжать принимать конкор при такой низкий давление и малый чсс мочь надо исключать гипотиазид и принимать конкор заранее спасибо за ответ","C"
"за ранее просить прощениемочь я обращаться не по адрес мой муж год подниматься давление к врач не пойтинаверно пока не прижимать но сам страшный для я в этот ситуация не знать как помогать и как снижать давление вот и приходиться звонить друг и узнавать что принимать в этот ситуация сейчас принимать теветный плюс подсказывать  дозировкакурс с уважение раис алек","C"
"мама год год назад переживать ишемич инсульт год пить продакс но неделя назад посол обследование в алмазовспб она перевести на варфарин начинать подбирать доза сначала пить по один таблетка мно быть низкий посол два оч низкий пти и мно высоковатый далее полтора и сегодня приходить результат анализ делать они через каждый три день мно пти что делать вызывать скорыйили снижать доза до один таблетка и еще подождать","Other"
"вот уже год как постепенно начало подниматься давление с начало быть пульс сейчас доходить до два год принимать с утро каждый  мгр конкорбыть нормальныйдавление держаться на пульс но в последний месяца давление становиться повышаться до конкор увеличивать до млг но давление не спадать нарушать сон уснуть простой проблема андипал принимать при скачок давление но помогать через раз проходить весь обследование кровь в норма сахар в норма апетит хороший при рост см вес кг вес год держаться кг год то назад ездить на дней в санаторий онленин в ульяновск посол приезд становиться стремительно набирать вес за год набирать кг врач назначать эхо сердце сделать какой еще сделать обследование и анализ чтоб понимать отчий повышаться дааление","C"
"алексей михайлович решаться задавать вы такой вопрос сын в март быть год в март прошлый год поставлять диагноз аномалия развитие хорда и истончение правый желудочек в результат приступ боль пройти узи сердце экг сдавать анализ весь вроде бы в норма врач назначать только поддерживать терапия валерианка в таблетка и рибоксин от физкультура не освобождать и даже не перевести в другой группа ничто толк не объяснять  только чтосейчас волноваться не нужно а только когда он быть год  объяснять что этот за заболевание и что оно грозить мочь какойто еще можно давать препарат для поддержание сердце а мочь находить другой специалист хотеть этот считаться у мы самый хороший специалист мочь стоять начинать волноваться в интернет так пространный написать про этот заболевание заранее спасибо","C"
"на фон бетаблокатор я гипертоник хоть и не чувствовать давление у я появляться хрип кардиолог отменять они и прописывать ниффекард xl мг по в  и физиотенз вечер по в день принимать уже год этот схема ад на без они бывать и на я этот препарат принимать весь жизнь или что тот менять у врач большой не быть но пробовать лозап сразу же хрип спасибо","C"
"я год посол второй род начинаться тахикардияпройти узи сердце и узнавать что у я оап мм три месяц назад пройти операция по он закрытие окклюдер я уже месяц мучить приступообразный одышка в покой появляться неожиданно проходить сам практически каждый день по раз рез она возникать при нагрузка иногда с одышка появляться кашель иногда с мокрота бывать и кашель без одышка кашель как лаять я пройти спирография легкий узи сердце кт легкий с контраст анализ кровь на ntprobnp весь результат хороший отклонение нет у я вопрос что этот за одышка почему она возникать и как она лечить и пройти ли тахикардия мочь ли быть что у я хсн кардиолог я выписывать беталка и аспиринкардио диагноз ставить только впс оап спасибо","Other"
"я гпосол род в год на диспансеризация обнаруживаться экстросистолия весь анализ щитовидный железа в норма эхобез патология неврологчтотот успокаивающе назначать год назад экстрасистола быть сейчас мономорфный желудочковый экстра эпизод бигеминий тригеминий чсс циркадный индекс нормальный циркадный профильstбез диагностический значить динамика максчссудминаминиватьчссудминаpq и qt в предел норма суправентрикулярный экстрасистола одиночный принемай сотогексал р ничто не беспокоитьтрое ребенокнервничатьопасный ли такой количество что еще обследовать куда обращаться спорт можно заниматься в умеренный колве ребенок очень активныймочь этот простой постоянный усталость спасибо","C"
"иметь высокий медицинский образование по специальность давно не работать но оценивать собственный обследование мочь обращаться к кардиолог по повод повыгений ад систолический до посол стандартный полный обследование я бы  что здоровый кардиолог тоже долго думать что бы назначать и в итог велеть пить конкор мг итог давление пульс мягкий говорить некомфортный для человек весь жизнь проживать с пульс вопрос в следующий повышение только систолический давление однозначно говорить о невроз или стоять еще пройти какойто доп обследование повторяться классический студенческий схема обследование экг эхо биохимия липидограмм почка и узи щитовидный железа а так же холтер весь ока заранее благодарить за ответ","C"
"я годвот уже более месяц я беспокоить боль в область сердце который отдавать в левый рука иногда под лопатка тоже левыйа еще сохраняться жжение в область грудь по центр и левыйделать узи сердце аорта ак створка не изменить левый предсердие мистральный клапан створка не изменить противофаза быть межжелудочковый перегородка диастолич толщина экскурсия задний стенка левый желудочек диалист толщина экскурсия левый желудочек конечный диастолич размер конечный систалич размер фракция изгнание сокращать способность миокард левый желудочек уд зона гипоакинезия не ыфявлена наличие жити в полость перикард не обнаруживать допплер эхокг патологический поток не выявлять легочный гипертензия нет заклние полость сердце не расширять диастолический реакция левый желудочек не нарушать клапанный потология не выявлять при исследование частый экстрасистолахолтер средний чсс максчсс минчсс заклние синусовый ритм с чсс в мина редкий наджелуд экстрасистола частый наджелуд экстрасистола иногда по тип бии тригеминий пароксизмальный нарушение ритм период асистолия значить динамика сегмент st не выявлятьпосол внутривенный колоть вв укол милдронаи и мексидол сделать они  боль весь равный беспокоить отступать как я казаться сам по себя если переставать как я казаться переживать делать rграфий грудной отдел позвоночник заклние грыжа шморль грудной остеохондроз шейный остеохондроз сегодня делать экг вольтаж обыч электрический ось ритм сердце синусовый чсс заклние синусовый ритм нерезкий изменение в миокард очень бояться что этот мочь переходить в инфарктдоктор  подсказывать пожалуйста к какой врач обращаться действительно ли у я серьезный проблема с сердце что я делать заранее большой человеческий спасибо","C"
"я год работать руководитель работа нервный последний месяц жечь спина слева и тянита слева шея обращаться к кардиолог быть терапевт в наш город ссказали что хондроз анализ экг ритм синусовый с чсс в мина регулярный эос горизонтальный qtn нарушение внутрижелужочной проводимость поворот левый желудочек вперед физический нагрузка как у весь раз в неделя ходить в бассейн жить на этаж отдышка нет жжение обычно появляться когда сидеть пожечь минута а затем как будто в это месть мыщца напрягаться вставать со стул походить успокаиваться и так в  раз в год быть многий стрессовый ситуация узи сердце стенка аорта уплотнять корень аортный клапан ствтонкий фибрауплотнять раскра см фк умиратьуплотнять регургитация слабый на створка скорость кровоток градиент давление до фк регургитация ст клапан легочный артерия ствтонкий фк см регугитация слабый скорость кровоток пспж пспж см мжп диастола см движение интактный мжп задний стенка лж диамтола си мпп интактный лп см пж пп лж кдр кдо мл ксо мл уо мл фв систематический функция лж сохранять зона нарушение сегментар сократимость лж не выявлять нпв спадаться при дыхание перикард не изменить заключение по узи фиброзный уплкорень аорта и створка аортальный клапан со слабый ркгугитация на створка митральнокаппиллярный дисфункция с недостаточность ст недостаточностьтрикуспидальный клапан ст с сдпж до мм умеренный дилатация левый предсердие размер остальное камера сердце не изменить функция лж сохранять у я год гипертония принимать утро канкор тромбоасс вечер апллодипин мочь этот сердце можно ли я заниматься спорт спасибо большой надеяться получать ответ","Other"
"я звать сергей я год у я очень высокий давление последствие перенести я инфаркт миокард уже более полгода никакой медицинский препарат не давать стабильный снижение давление появляться одышка стремительно набираться вес принимать множество разный препарат последний из они диокор мг табла утро бисопролол мг таблаутро деплатт мгутроремигексалмг вечер тарвакорд мг на ночь мочь быть метод не столь болезненный для мой печень помогать совет пожайлуст","C"
"доктор у я второй  жечь в левый сторона грудь и сильный задышка давление сейчас снижать выпивать эгилка индапамид и физиотенз этот быть весь вечер под язык брызгать нитроспрей мг становиться легко а сегодня опять сильный плохойпить эуфилинно сегодня он чтото не помогатьскорый быть неделя назад  стенокардия но толгд сердце только давить а сейчас жечькардиолог у мы нет быть терапевт но к он надо еще попадатьчто полечиться и еще вопрос рибоксин совмещать с перечислять высокий лекарство или нет я посоветывать пить он чтоб маленький быть сердцебиение спасибо за ответ","C"
"я лет у я гипертонияст ишемиястенокардияудалять почкаонкологияпиелонефритоколо лет принимать лозап давление падать до и при это всегда отек на нога принимать фуросемидт в неделя сейчас воспаляться почка и давление уже надо понижать он пожалуйсто отвечатьможно ли добавлять нифедипин дозмг","C"
"повышенный сердечный давление  годбыть проблема с лишний веспоследний время давление пульс в предел   рекомендация кардиограмма проходить сказать весь нормальныйя становиться принимать амплодипин и пустырник форт сказать пожалуйста какой преперат я принимать","C"
"хотеть задавать вы свой вопрос я летстрадать пролапс митральный клапан с годараз в год или два проходить курс лечение эгилка кардиомагнил предуктал рибоксин короксана панангин атф в декабрь год срываться ритмпоявляться одышка даже в покойприсоединяться сильный сухой кашель увеличиваться при положение лежатьсильный утомляемостьтахикардия доудв мина ад млмртстлбгоспитализироваться в кардиологический отделение областьпроводить эхография сердцевынести диагнозчастичный отрыв хорда задний створка мк сегмент ане возможно исключать мелкий вегетация на передний створка ак тяжелый недостаточность митральный клапан дилатация лп пп сократительный функция миокард сохранять при ткдг снижение глобальный сегментарный систолический функция не выявлять гидроперикард мл я по назначение кардиолог длительный время принимать мочегонное утро в трифас пол таблеткамг и в верошпирон мг в бритомар мг нужно ли вместе с мочегонное так же принимать препарат калий и в какой доза и какой именно а так же принимать магникор утро небилетмг утродигоксинтаб ад чссудв мина и   можно ли небилет заменять короксан так как слишком падать давление с уважение сергей","C"
"докторя замучивать экстрасистола очень ощутимый вызывать жуткий страх желание кудато бежать спрятаться и тпделать холтер узи сердцена один узиувеличивать левый предсердиемм на другмвесь в нормана холтер желудочковый экстрасистолатогда быть за сутки но сейчас намного большой и они не проходить хотеть рано чер два проходить и подолгу не бытьсейчас пить эгилка магнерот успокаиваться феназепам хотеть знать что он нельзя увлекаться но не мочь без он страх сильныйпомогать  совет что я делатьспасибо вы","Other"
"женщина год посол перенести абляция в г трепетание предсердие быть назначать и перепробовать множество препараткордарон эгилка беталказка но помогать только соталекс мл раз в  но сейчас в спб в аптека нет ни соталекс ни сотагексал мой запас соталекс заканчиваться в течение месяц что делать если не появляться в аптека соталекс что заменять спасибо","C"
"на фон сильный затяжной стресс у я возникать проблема с сердечный ритм быть ощущение что сердце булькать иногда я чувствовать какойто пауза в ритм посол обследование экг холтер узи быть выявлять такой диагноз пролапс митральный клапан степень регургитация степень метаболический изменение миокард в область перегородка тахикардия макс чсс экстрасистола не выявлять врач назначать я успокоительный афобазол тризипин лонг и конкор кора мг быть опасение по повод последний таблетка я они уже пить  булькание не прекращаться а вот общий самочувствие ухудшаться появляться слабость и головокружение кроме то я настораживать тот что один мой знакомый говорить что если уже начало пить этот таблетка тот сердце без они не смочь работать и мочь быть сердечный приступ так ли этот если да тот как бросать пить этот таблетка резко или постепенно уменьшать доза какой вообще ваш рекомендация по улучшение работа сердце мочь ли сердечный ритм нормализоваться без таблетка","C"
"уважать елизавета евгеньевна январь попадать в больница с нарушение ритм сердце чсс удав мина ад тахиаритмия купировать в этот же принимать бисопролол мг в суткиамиодарон мг в суткилизиноприл мг в суткиамлодипин мг в суткигипотиазид мг в суткигепаринна фон проводить терапия состояние стабилизироватьсяпароксизм большой не рецидивироватьобщий и биохимический анализ кровь в нормаэхо кг без патология врач что на удивление здоровый сердцерентгенография огк в нормаэкг при выписка тоже без изменениея выписывать с диагноз артериальный гипертония ст нср пароксизм тахисистолический фибрилляция предсердие от гвпервые возникатьвосстановление синусовый ритм от г рекомендация при выпискабисопролол мг х раз в сутки лизиноприл мг х раз в суткиамлодипин мг в суткииндапамид утро и кардиомагнил мг вечер сказатьдостаточный и адекватный ли лечениеочень бояться повторный приступ фпспасибо большойс уважениемарии дав рекомендация быть еще отмечатьчто продолжение амиодарон в настоящий время нецелесообразныйя годв анамнез ага и гипотиреозкомпенсировать на фон прием соответствующий препарат","C"
"уважать антон владимирович я год рост см вес кг год ударять инфаркт миокард в резултат в год в май месяц быть операция акша поставлять шунт с год не пий не курить по сей  посол операция давление в право рука а в левый рука самочувствие отличный в день пешом проходить км иногда до км посол операция по назначение врач ежедневно принимать пристариум мг конкор мг вазилип мг и кардиомагнил мг врач я  пить этоу лекарство до конец жизнь в последний время замечать ослабление эрекция иногда до такой степень что приходиться прерывать сексуальный акт я интересовать можно ли я принимать препарат такой как сиалис или виагра для улучшение и поддержание эрекция во время секс спасибо заранее благодарить с уважение амантай казахстан","C"
